company;drn
Grove Pension Solutions Limited;DRN-3621634
Acumen Independent Financial Planning Limited;DRN-3621855
The Tavistock Partnership Limited;DRN-3622376
Clydesdale Financial Services Limited;DRN-3622548
UK Credit Limited;DRN-3622783
BeaconIFA Limited;DRN-3622819
Shawbrook Bank Limited;DRN-3622926
Lloyds Bank PLC;DRN-3622931
Shop Direct Finance Company Limited;DRN-3623168
Shop Direct Finance Company Limited;DRN-3623605
NTM Financial Services Ltd;DRN-3624125
Inspirational Financial Management Ltd;DRN-3624252
JLT Wealth Management Limited;DRN-3624354
PayrNet Limited;DRN-3624619
Grosvenor Wealth Management Limited;DRN-3624768
Funding Circle Ltd;DRN-3625144
Barclays Bank UK PLC;DRN-3625185
Liverpool Victoria Insurance Company Limited;DRN-3625189
Spreadex Limited;DRN-3625338
National Westminster Bank Plc;DRN-3625768
HSBC UK Bank Plc;DRN-3625843
Saxo Capital Markets UK Limited;DRN-3625886
Barclays Bank UK PLC;DRN-3626000
National Westminster Bank Plc;DRN-3626003
Wise Payments Limited;DRN-3626093
BCMGlobal Mortgage Services Limited;DRN-3626354
Vanguard Investments UK, Ltd;DRN-3626554
AMG Wealth Solutions LLP;DRN-3626657
Mi Vehicle Finance Limited;DRN-3626669
Chequers Wealth Management Limited;DRN-3626708
The Prudential Assurance Company Limited;DRN-3626719
CST Wealth Management Limited;DRN-3626809
D C Financial Limited;DRN-3626822
Inspirational Financial Management Ltd;DRN-3626891
HSBC Life (UK) Limited;DRN-3627327
Shawbrook Bank Limited;DRN-3627808
PrePay Technologies Limited;DRN-3627848
HSBC UK Bank Plc;DRN-3627871
CMC Markets UK plc;DRN-3627931
HSBC UK Bank Plc;DRN-3627948
Nationwide Building Society;DRN-3628010
Lloyds Bank PLC;DRN-3628120
Acumen Independent Financial Planning Limited;DRN-3628220
NTM Financial Services Ltd;DRN-3628222
D C Financial Limited;DRN-3628235
Michael James;DRN-3628236
Vision Independent Financial Planning Ltd;DRN-3628287
Hugh James Solicitors;DRN-3628288
Sterling Wealth Ltd;DRN-3628864
Aviva Life & Pensions UK Limited;DRN-3628890
WPS Financial Group Limited;DRN-3628985
Niche Independent Financial Advisers Limited;DRN-3629034
Alltrust Services Limited;DRN-3629161
Michael James;DRN-3629248
Aviva Life & Pensions UK Limited;DRN-3629569
Portal Financial Services LLP;DRN-3629699
Bank of Scotland Plc;DRN-3629859
China Taiping Insurance (UK) Co Ltd;DRN-3629954
Bank of Scotland Plc;DRN-3629980
Acumen Independent Financial Planning Limited;DRN-3629991
HSBC UK Bank Plc;DRN-3630378
Gain Credit LLC;DRN-3630525
Elderbridge Limited;DRN-3630681
First Holiday Finance Ltd;DRN-3630792
Barclays Bank UK PLC;DRN-3630853
American Express Services Europe Limited (AESEL);DRN-3631082
AM Marketing Group Ltd;DRN-3631467
Monzo Bank Ltd;DRN-3631562
National Westminster Bank Plc;DRN-3631573
The Co-operative Bank Plc;DRN-3631671
David Stock & Co Limited;DRN-3631926
Revolut Ltd;DRN-3632118
TSB Bank plc;DRN-3632143
Bank of Scotland Plc;DRN-3632401
Society of Lloyd's;DRN-3632558
Burley Financial Services Limited;DRN-3632626
Vanquis Bank Limited;DRN-3632876
The Royal Bank of Scotland Plc;DRN-3633020
National Westminster Bank Plc;DRN-3633150
The National Farmers' Union Mutual Insurance Society Limited;DRN-3633502
Esteem Money Ltd;DRN-3633626
Cavendish Online Ltd;DRN-3633628
NTM Financial Services Ltd;DRN-3633977
NTM Financial Services Ltd;DRN-3634031
Bank of Scotland Plc;DRN-3634083
Scottish Widows Limited;DRN-3634561
Metro Bank PLC;DRN-3634691
Clydesdale Financial Services Limited;DRN-3635627
AXA PPP Healthcare Limited;DRN-3635791
HSBC UK Bank Plc;DRN-3636067
Inspirational Financial Management Ltd;DRN-3636235
Lloyds Bank PLC;DRN-3636619
Lloyds Bank PLC;DRN-3636736
Succession Wealth Management Ltd;DRN-3636744
Phoenix Life Limited;DRN-3636823
The Co-operative Bank Plc;DRN-3637064
First Holiday Finance Ltd;DRN-3637161
First Holiday Finance Ltd;DRN-3637283
Nationwide Building Society;DRN-3637445
CMC Markets UK plc;DRN-3637576
Futures Assured Ltd;DRN-3637644
Wise Payments Limited;DRN-3637679
ReAssure Limited;DRN-3637911
bdhSterling Limited;DRN-3637940
Clydesdale Financial Services Limited;DRN-3637948
Bank of Scotland Plc;DRN-3638015
Sterling Wealth Ltd;DRN-3638018
Sterling Wealth Ltd;DRN-3638073
Yorkshire Building Society;DRN-3638239
Scottish Friendly Assurance Society Limited;DRN-3638349
Shawbrook Bank Limited;DRN-3638500
Nationwide Building Society;DRN-3638703
First Holiday Finance Limited;DRN-3639144
ReAssure Limited;DRN-3639479
National Westminster Bank Plc;DRN-3639892
Liverpool Victoria Life Company Limited;DRN-3640059
HSBC UK Bank Plc;DRN-3640098
First Data Europe Limited;DRN-3640330
Sainsbury's Bank Plc;DRN-3640693
Oodle Financial Services Limited;DRN-3641059
Aviva Life Services UK Limited;DRN-3641124
Elderbridge Limited;DRN-3641243
Lendable Ltd;DRN-3641445
Chris Binns Wealth Management Limited;DRN-3641651
National Westminster Bank Plc;DRN-3641941
HSBC UK Bank Plc;DRN-3642516
Bloomfield Financial Limited;DRN-3642592
IG Markets Limited;DRN-3642833
Lloyds Bank PLC;DRN-3642836
Unbiased Financial Group LLP;DRN-3642876
National Westminster Bank Plc;DRN-3643020
Santander UK Plc;DRN-3643926
American Express Services Europe Limited;DRN-3644532
Sun Life Assurance Company of Canada (U.K.) Limited;DRN-3644537
NewDay Ltd;DRN-3644725
CB Payments Ltd;DRN-3645125
Sainsbury's Bank Plc;DRN-3645161
Close Brothers Limited;DRN-3645335
AFH Independent Financial Services Limited;DRN-3645345
Sky UK Limited;DRN-3645661
St. James's Place Wealth Management Plc;DRN-3645721
Trading 212 UK Limited;DRN-3645746
St. James's Place Wealth Management Plc;DRN-3645784
Bank of Scotland Plc;DRN-3645880
Origen Financial Services Limited;DRN-3646017
ClearBank Limited;DRN-3646283
ReAssure Limited;DRN-3646342
Monzo Bank Ltd;DRN-3647098
Cambrian Associates Limited;DRN-3647461
Home Retail Group Card Services Limited;DRN-3647488
Sterling Wealth Ltd;DRN-3648014
Acumen Independent Financial Planning Limited;DRN-3648122
Barclays Bank UK PLC;DRN-3648261
Nationwide Building Society;DRN-3648265
Financial Administration Services Limited;DRN-3648310
Bank of Scotland Plc;DRN-3648412
Vitality Life Limited;DRN-3648468
Lloyds Bank PLC;DRN-3648921
National Westminster Bank Plc;DRN-3649290
TSB Bank plc;DRN-3649422
Santander UK Plc;DRN-3649567
Aviva Life & Pensions UK Limited;DRN-3649607
American Express Services Europe Limited (AESEL);DRN-3649641
U K Insurance Limited;DRN-3649658
Lloyds Bank PLC;DRN-3649699
Jupiter Unit Trust Managers Limited;DRN-3649761
Schroder Unit Trusts Limited;DRN-3649804
Quilter Investment Platform Limited;DRN-3649856
Scottish Widows Schroder Personal Wealth Limited;DRN-3649878
National Westminster Bank Plc;DRN-3649921
Nationwide Building Society;DRN-3649964
Lloyds Bank PLC;DRN-3650413
Next Retail Limited;DRN-3650462
Lloyds Bank PLC;DRN-3650882
Wesleyan Assurance Society;DRN-3650925
TSB Bank plc;DRN-3651044
The Prudential Assurance Company Limited;DRN-3651198
The Royal Bank of Scotland Plc;DRN-3651267
Vitality Health Limited;DRN-3651522
IG Markets Limited;DRN-3651577
Options UK Personal Pensions LLP;DRN-3651666
Inspirational Financial Management Ltd;DRN-3652318
Michael James;DRN-3652321
Metro Bank PLC;DRN-3652527
Embark Services Limited;DRN-3652889
JLT Wealth Management Limited;DRN-3652922
J D Williams & Company Limited;DRN-3653100
Hiscox Insurance Company Limited;DRN-3653289
Clydesdale Financial Services Limited;DRN-3654477
1plus1 Loans Limited;DRN-3654572
Inspirational Financial Management Ltd;DRN-3654593
Wren Sterling Financial Planning Limited;DRN-3654653
The St. David's Partnership;DRN-3654685
Acumen Independent Financial Planning Limited;DRN-3654795
Acumen Independent Financial Planning Limited;DRN-3654801
CB Payments Ltd;DRN-3654905
Gain Credit LLC;DRN-3655024
KBFS Financial Limited;DRN-3655151
Revolut Ltd;DRN-3655277
MBNA Limited;DRN-3655351
Inspirational Financial Management Ltd;DRN-3655448
Nationwide Building Society;DRN-3655455
Barclays Bank UK PLC;DRN-3655665
Tavistock Partners (UK) Limited;DRN-3655797
D C Financial Limited;DRN-3655987
Royal & Sun Alliance Insurance Limited;DRN-3656159
EBS Pensions Limited;DRN-3656171
Vanquis Bank Limited;DRN-3656269
Monzo Bank Ltd;DRN-3656309
Shawbrook Bank Limited;DRN-3656367
First Holiday Finance Ltd;DRN-3656429
Virgin Money Unit Trust Managers Ltd;DRN-3656544
Santander UK Plc;DRN-3656743
Shawbrook Bank Limited;DRN-3656768
Creation Consumer Finance Ltd;DRN-3656994
NewDay Ltd;DRN-3657020
Gain Credit LLC;DRN-3657053
Gain Credit LLC;DRN-3657064
Gain Credit LLC;DRN-3657070
Gain Credit LLC;DRN-3657083
National Westminster Bank Plc;DRN-3657092
Pi Financial Ltd;DRN-3657298
Santander UK Plc;DRN-3657862
HSBC UK Bank Plc;DRN-3658134
The Royal Bank of Scotland Plc;DRN-3658462
John Lewis Financial Services Limited;DRN-3658501
The New India Assurance Company Limited;DRN-3658536
Liverpool Victoria Financial Services Limited;DRN-3658620
AXA Insurance UK Plc;DRN-3658744
American Express Services Europe Limited;DRN-3658933
Starling Bank Limited;DRN-3659111
Bank of Scotland Plc;DRN-3659841
Bank of Scotland Plc;DRN-3660081
Bank of Scotland Plc;DRN-3660210
HSBC UK Bank Plc;DRN-3660211
Royal & Sun Alliance Insurance Limited;DRN-3660228
Great Lakes Insurance SE;DRN-3660777
Shawbrook Bank Limited;DRN-3661094
Mitsubishi HC Capital UK Plc;DRN-3661209
NTM Financial Services Ltd;DRN-3661382
PrisWM Limited;DRN-3661494
Hippo Vehicle Solutions Limited;DRN-3661647
CST Wealth Management Limited;DRN-3661874
Vitality Health Limited;DRN-3661927
Monzo Bank Ltd;DRN-3661965
Bank of Scotland Plc;DRN-3662000
AJH Financial Services Ltd;DRN-3662151
Complete Cover Group Ltd;DRN-3662464
Countrywide Assured Plc;DRN-3662466
Ikano Bank AB (publ);DRN-3662623
Barclays Bank UK PLC;DRN-3662774
Shawbrook Bank Limited;DRN-3662940
Skipton Building Society;DRN-3662997
Shawbrook Bank Limited;DRN-3663089
Ageas Insurance Limited;DRN-3663164
Vanguard Asset Management, Ltd;DRN-3663879
Investacc Pension Administration Limited;DRN-3663989
WPS Financial Group Limited;DRN-3664392
Phoenix Life Limited;DRN-3664432
The Co-operative Bank Plc;DRN-3664599
Target Servicing Limited;DRN-3664826
Openwork Limited;DRN-3664997
Sainsbury's Bank Plc;DRN-3665237
Vacation Finance Limited;DRN-3665728
Fortrade Limited;DRN-3665756
Fortrade Limited;DRN-3665760
Clear Capital Markets Ltd;DRN-3665802
Inspirational Financial Management Ltd;DRN-3665867
Hiscox Insurance Company Limited;DRN-3665935
NTM Financial Services Ltd;DRN-3666233
The Prudential Assurance Company Limited;DRN-3666381
CST Wealth Management Limited;DRN-3666496
National Westminster Bank Plc;DRN-3666611
Vitality Corporate Services Limited;DRN-3667014
Vitality Corporate Services Limited;DRN-3667499
Qmetric Group Limited;DRN-3667510
Vanquis Bank Limited;DRN-3668196
Nugenis Financial Planning Limited;DRN-3668521
Standard Life Assurance Limited;DRN-3668844
Canada Life Limited;DRN-3669132
Monzo Bank Ltd;DRN-3669263
TSB Bank plc;DRN-3669416
St. James's Place Wealth Management Plc;DRN-3669522
Origen Financial Services Limited;DRN-3669608
Bank of Scotland Plc;DRN-3669616
National Westminster Bank Plc;DRN-3669631
Wesleyan Assurance Society;DRN-3670168
Portal Financial Services LLP;DRN-3670317
Tideway Investment Partners LLP;DRN-3670516
David Stock & Co Limited;DRN-3670532
Quilter Financial Services Ltd;DRN-3670561
HSBC UK Bank Plc;DRN-3670635
Santander UK Plc;DRN-3670805
American International Group UK Limited;DRN-3671052
Shawbrook Bank Limited;DRN-3671068
Mulberry Wealth Management Limited;DRN-3671222
National Westminster Bank Plc;DRN-3671938
Bryan James & Co Ltd;DRN-3672105
Amicus Insurance Solutions Limited;DRN-3672333
St. James's Place Wealth Management Plc;DRN-3672344
HSBC UK Bank Plc;DRN-3672471
Origen Financial Services Limited;DRN-3672484
Aviva Insurance Limited;DRN-3672527
Gain Credit LLC;DRN-3672564
Atlanta Insurance Intermediaries Limited;DRN-3672619
Union Reiseversicherung AG;DRN-3672625
AXA Insurance UK Plc;DRN-3672640
Interactive Investor Services Limited;DRN-3672650
Shawbrook Bank Limited;DRN-3672774
Equiniti Financial Services Limited;DRN-3672778
Monzo Bank Ltd;DRN-3672800
Royal & Sun Alliance Insurance Limited;DRN-3672954
HSBC UK Bank Plc;DRN-3673077
James Hay Administration Company Ltd;DRN-3673222
HSBC UK Bank Plc;DRN-3673371
The Tavistock Partnership Limited;DRN-3673380
The Tavistock Partnership Limited;DRN-3673382
Inspirational Financial Management Ltd;DRN-3673410
Halifax Share Dealing Limited;DRN-3673484
Yoga Insurance Services Limited;DRN-3673731
Nationwide Building Society;DRN-3673745
Bank of Ireland (UK) Plc;DRN-3673853
Royal & Sun Alliance Insurance Limited;DRN-3673994
American Express Services Europe Limited;DRN-3674051
Scottish Widows Limited;DRN-3674104
National Westminster Bank Plc;DRN-3674205
National Westminster Bank Plc;DRN-3674229
Bank of Scotland Plc;DRN-3674261
Financial Administration Services Limited;DRN-3674542
Barclays Bank UK PLC;DRN-3674677
Vitality Life Limited;DRN-3674889
Fairstone Wealth Management Limited;DRN-3675258
Bank of Scotland Plc;DRN-3675263
Equitrade Markets Ltd;DRN-3675513
TSB Bank plc;DRN-3675535
National Westminster Bank Plc;DRN-3675620
Clydesdale Financial Services Limited;DRN-3675802
Quilter Investment Platform Limited;DRN-3675869
Aviva Life & Pensions UK Limited;DRN-3676032
Sun Life Assurance Company of Canada (U.K.) Limited;DRN-3676205
The Royal Bank of Scotland Plc;DRN-3676255
Barclays Bank UK PLC;DRN-3676462
Pension Insurance Corporation plc;DRN-3676826
Armstrong Watson Financial Planning Limited;DRN-3676978
Clydesdale Financial Services Limited;DRN-3677306
Santander UK Plc;DRN-3677402
Zurich Assurance Ltd;DRN-3677494
Santander UK Plc;DRN-3677502
Starling Bank Limited;DRN-3677759
Headley Financial Services Limited;DRN-3677810
Options UK Personal Pensions LLP;DRN-3677864
Nationwide Building Society;DRN-3678105
AXA Insurance UK Plc;DRN-3678316
Nationwide Building Society;DRN-3678598
Zurich Assurance Ltd;DRN-3678643
Inspirational Financial Management Ltd;DRN-3678788
Bank of Scotland Plc;DRN-3679194
BUPA Insurance Limited;DRN-3679195
Wren Sterling Financial Planning Limited;DRN-3679232
PREPAID FINANCIAL SERVICES LIMITED;DRN-3679430
Barclays Bank UK PLC;DRN-3679640
Barclays Bank UK PLC;DRN-3679668
Interactive Investor Services Limited;DRN-3679947
Interactive Investor Services Limited;DRN-3679979
Lloyds Bank PLC;DRN-3680800
Nationwide Building Society;DRN-3681064
HSBC UK Bank Plc;DRN-3681182
HSBC UK Bank Plc;DRN-3681952
National House-Building Council;DRN-3682321
Gain Credit LLC;DRN-3682381
Lighthouse Financial Advice Limited;DRN-3682494
WPS Financial Group Limited;DRN-3682528
D C Financial Limited;DRN-3683335
State Bank Of India (UK) Limited;DRN-3683378
Montfort International Limited;DRN-3683412
AFH Independent Financial Services Limited;DRN-3683414
Amtrust Europe Limited;DRN-3683447
deVere and Partners (UK) Limited;DRN-3683506
Options UK Personal Pensions LLP;DRN-3683615
Bank of Scotland Plc;DRN-3683641
Topaz Finance Limited;DRN-3683648
eToro (UK) Ltd;DRN-3683688
The Royal London Mutual Insurance Society Limited;DRN-3683785
The Original Holloway Friendly Society Limited;DRN-3683810
Ageas Insurance Limited;DRN-3683927
Nationwide Building Society;DRN-3683947
Barclays Bank UK PLC;DRN-3684006
Barclays Bank UK PLC;DRN-3684029
Advanced Payment Solutions Limited;DRN-3684080
Scottish Equitable Plc;DRN-3684158
HSBC UK Bank Plc;DRN-3684206
Tees Financial Limited;DRN-3684292
Phoenix Life Assurance Limited;DRN-3684333
Zurich Assurance Ltd;DRN-3684390
ReAssure Limited;DRN-3684731
AXA PPP Healthcare Limited;DRN-3684903
Revolut Ltd;DRN-3684941
BUPA Insurance Limited;DRN-3684966
Admiral Insurance (Gibraltar) Limited;DRN-3684989
CMC Spreadbet Plc;DRN-3685257
HSBC UK Bank Plc;DRN-3685562
Portal Financial Services LLP;DRN-3685593
Lloyds Bank PLC;DRN-3685619
National Westminster Bank Plc;DRN-3685699
Aviva Life & Pensions UK Limited;DRN-3685741
MetLife Europe d.a.c.;DRN-3685859
The Royal London Mutual Insurance Society Limited;DRN-3686071
WPS ADVISORY Ltd;DRN-3686098
Standard Life Assurance Limited;DRN-3686199
Bank of Scotland Plc;DRN-3686212
American Express Services Europe Limited (AESEL);DRN-3686240
Grove Pension Solutions Limited;DRN-3686490
Santander UK Plc;DRN-3686674
Barclays Bank UK PLC;DRN-3686762
Allianz Global Corporate & Specialty SE;DRN-3686777
Jarvis Investment Management Limited;DRN-3686878
Argentis Financial Planning Ltd;DRN-3687247
Barclays Bank UK PLC;DRN-3687293
HSBC UK Bank Plc;DRN-3687409
Casualty & General Insurance Company (Europe) Ltd;DRN-3687418
IG Markets Limited;DRN-3687550
Unum Ltd;DRN-3687630
Lloyds Bank PLC;DRN-3687652
National Westminster Bank Plc;DRN-3687990
Metro Bank PLC;DRN-3688075
Lloyds Bank PLC;DRN-3688345
BUPA Insurance Limited;DRN-3688485
HSBC UK Bank Plc;DRN-3688745
Santander UK Plc;DRN-3688983
Monecor (London) Ltd;DRN-3689025
Carole Nash Insurance Consultants Ltd;DRN-3689059
Scottish Widows Limited;DRN-3689230
Barclays Bank UK PLC;DRN-3689410
MBNA Limited;DRN-3689651
Bank of Scotland Plc;DRN-3689790
Octopus Investments Limited;DRN-3690067
AJ Bell Management Limited;DRN-3690129
HSBC Trust Company (UK) Ltd;DRN-3690299
Barclays Bank UK PLC;DRN-3690396
National Westminster Bank Plc;DRN-3690553
David Stock & Co Limited;DRN-3690578
Bank of Scotland Plc;DRN-3690727
HSBC UK Bank Plc;DRN-3690773
Mather & Murray Financial Ltd;DRN-3691007
Thompson Taraz Managers Limited;DRN-3691146
AXA Insurance UK Plc;DRN-3691190
Scottish Widows Limited;DRN-3691303
HSBC UK Bank Plc;DRN-3691515
James Hay Administration Company Ltd;DRN-3691882
National Savings and Investments;DRN-3691919
Clydesdale Financial Services Limited;DRN-3692238
Clydesdale Financial Services Limited;DRN-3692245
Nationwide Building Society;DRN-3692640
Close Brothers Limited;DRN-3692691
Bank of Scotland Plc;DRN-3692832
Lighthouse Advisory Services Limited;DRN-3692942
Sun Life Assurance Company of Canada (U.K.) Limited;DRN-3693064
Automobile Association Insurance Services Limited;DRN-3693141
